# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:dens[1]-dens[2]       11:dens[1]-dens[3]       12:dens[1]-dens[4]       13:dens[1]-dens[5]       14:dens[2]-dens[2]       15:dens[2]-dens[3]       16:dens[2]-dens[4]       17:dens[2]-dens[5]       18:dens[3]-dens[3]       19:dens[3]-dens[4]       20:dens[3]-dens[5]       21:dens[4]-dens[4]       22:dens[4]-dens[5]       23:dens[5]-dens[5]       24:phi-dens[1]           25:phi-dens[2]           26:phi-dens[3]           27:phi-dens[4]           28:phi-dens[5]        
  151       5.801480446175e-10       1.444159918470e-13      -6.057409317005e-12       1.091390743096e-15       3.509620079933e-12       6.274105700196e-13      -3.973550363076e-15       1.326811137399e-01      -2.659600781737e-05       2.808172825982e-04       2.690177201048e-05       1.941195031518e-04       7.865693027856e-02       1.482126632886e-03       8.950138870676e-05       1.302024613995e-04       1.874454654008e-02       5.789189117710e-06       2.289671645743e-05       9.018469101217e-03       6.874454601831e-09       5.071317292088e-03       4.879067398932e-08       4.422475788853e-08       2.319965865270e-08       1.518391459693e-08       1.065959332175e-08 
  152       5.844062890506e-10       1.437067811489e-13      -6.057953614726e-12       1.107097697881e-15       3.443951077220e-12       6.181479874487e-13      -3.906819369890e-15       1.336570929257e-01      -2.523166749741e-05       3.027835520182e-04       5.098405912351e-05       1.880026396424e-04       7.951775290112e-02       1.600097437532e-03      -1.086929352787e-04       2.270480844642e-04       1.894170070597e-02       6.299927480899e-06       2.488963929613e-05       9.113573507910e-03       6.664919523197e-09       5.126574269693e-03       4.851328901166e-08       4.413296173894e-08       2.304977173168e-08       1.509263455170e-08       1.060385471260e-08 
  153       5.886381563366e-10       1.429423840673e-13      -6.055275565566e-12       1.122947652407e-15       3.379952479858e-12       6.090764124362e-13      -3.839875980651e-15       1.346492944843e-01      -2.316268002811e-05       3.222649432811e-04       7.701674972751e-05       1.799095915196e-04       8.038013958473e-02       1.697024196131e-03      -3.210083457832e-04       3.201325734518e-04       1.913578649797e-02       6.633157728764e-06       2.618105873460e-05       9.208959286334e-03       6.307872986203e-09       5.181983372804e-03       4.824698597778e-08       4.403555003764e-08       2.290386073065e-08       1.500206125596e-08       1.054825541195e-08 
  154       5.928423266229e-10       1.421242520616e-13      -6.049337365232e-12       1.138940861669e-15       3.317577517627e-12       6.001897355632e-13      -3.772767505389e-15       1.356547347222e-01      -2.050947717744e-05       3.393763039778e-04       1.043009647138e-04       1.702910784352e-04       8.123700912063e-02       1.775211805422e-03      -5.429270713906e-04       4.079878067865e-04       1.932589894257e-02       6.744727609622e-06       2.659738137382e-05       9.304630558904e-03       5.797988763841e-09       5.237544216489e-03       4.799023722029e-08       4.393040095991e-08       2.276226711567e-08       1.491221054402e-08       1.049280874374e-08 
  155       5.970174372045e-10       1.412539452544e-13      -6.040102839416e-12       1.155077554272e-15       3.256771899475e-12       5.914808506983e-13      -3.705541365874e-15       1.366702468828e-01      -1.739978105552e-05       3.542427709068e-04       1.320991791314e-04       1.596240463927e-04       8.208091567609e-02       1.837119883224e-03      -7.696804083354e-04       4.890777104663e-04       1.951109186814e-02       6.588474865853e-06       2.595711613119e-05       9.400591780398e-03       5.129882180370e-09       5.293256519251e-03       4.774140051880e-08       4.381527876242e-08       2.262533485091e-08       1.482309217691e-08       1.043752465181e-08 
  156       6.011620817238e-10       1.403331341744e-13      -6.027537483676e-12       1.171357931885e-15       3.197473656761e-12       5.829416340027e-13      -3.638245076213e-15       1.376924779865e-01      -1.396872713693e-05       3.669999605858e-04       1.596345879933e-04       1.484121052469e-04       8.290404291769e-02       1.885365459123e-03      -9.962446002451e-04       5.617972136072e-04       1.969037726805e-02       6.116196370548e-06       2.407075300259e-05       9.496847742198e-03       4.298110320261e-09       5.349120104497e-03       4.749871699653e-08       4.368783187715e-08       2.249341032413e-08       1.473470968628e-08       1.038240960933e-08 
  157       6.052748093710e-10       1.393636014983e-13      -6.011608503295e-12       1.187782168686e-15       3.139612986497e-12       5.745629229359e-13      -3.570926223434e-15       1.387178856705e-01      -1.035898728318e-05       3.777941597643e-04       1.860904720832e-04       1.371859662045e-04       8.369819813460e-02       1.922725665158e-03      -1.217336717884e-03       6.244712039875e-04       1.986272466370e-02       5.277617264162e-06       2.074064182451e-05       9.593403576533e-03       3.297172237139e-09       5.405134902017e-03       4.726030901690e-08       4.354559100526e-08       2.236684227202e-08       1.464706021833e-08       1.032746652817e-08 
  158       6.093541240842e-10       1.383472437937e-13      -5.992284853158e-12       1.204350410817e-15       3.083112094589e-12       5.663344952605e-13      -3.503632448076e-15       1.397427350296e-01      -6.720892765092e-06       3.867825159358e-04       2.106095637624e-04       1.265038793230e-04       8.445480636191e-02       1.952140426504e-03      -1.427410538895e-03       6.753534835918e-04       2.002706046767e-02       4.020360091164e-06       1.576087103616e-05       9.690264760717e-03       2.121509162729e-09       5.461300949451e-03       4.702417808016e-08       4.338596721111e-08       2.224598170566e-08       1.456013437769e-08       1.027269466833e-08 
  159       6.133984837499e-10       1.372860732617e-13      -5.969537277623e-12       1.221062775837e-15       3.027885039083e-12       5.582450480482e-13      -3.436411424779e-15       1.407630954560e-01      -3.212557285163e-06       3.941332278497e-04       2.322934127758e-04       1.169520710110e-04       8.516490450388e-02       1.976715152162e-03      -1.620652427544e-03       7.126257241553e-04       2.018226734677e-02       2.289913936692e-06       8.917146441509e-06       9.787437121397e-03       7.655047158020e-10       5.517618393770e-03       4.678820271998e-08       4.320625001606e-08       2.213118183592e-08       1.447391607129e-08       1.021808954730e-08 
  160       6.174062994028e-10       1.361822194791e-13      -5.943338350384e-12       1.237919352169e-15       2.973837573406e-12       5.502821766850e-13      -3.369310842875e-15       1.417748374795e-01       0.000000000000e+00       4.000257360238e-04       2.502017520589e-04       1.091451815278e-04       8.581913545730e-02       1.999723425637e-03      -1.790977214463e-03       7.343964227077e-04       2.032718358511e-02       2.960356320267e-08      -1.333002855713e-08       9.884926838788e-03      -7.765148888877e-10       5.574087492741e-03       4.655013640003e-08       4.300360549252e-08       2.202279799886e-08       1.438838235234e-08       1.016364284951e-08 
  161       6.213760457931e-10       1.350378817805e-13      -5.913662376198e-12       1.254920209469e-15       2.920886476300e-12       5.424351720325e-13      -3.302376542761e-15       1.427741674684e-01       2.775532997453e-06       4.046198789578e-04       2.635505911531e-04       1.035936325315e-04       8.641006057027e-02       2.023942116244e-03      -1.933295551021e-03       7.391973857612e-04       2.046117293683e-02      -2.791607844559e-06      -1.115236794840e-05       9.982738057985e-03      -2.503137207151e-09       5.630708477651e-03       4.630801768168e-08       4.277584943227e-08       2.192099120350e-08       1.430351599297e-08       1.010934976117e-08 
  162       6.253066057546e-10       1.338551780134e-13      -5.880485002571e-12       1.272065431894e-15       2.869019791703e-12       5.347037339667e-13      -3.235646780583e-15       1.437592915030e-01       5.099110056368e-06       4.079598965951e-04       2.723275141655e-04       1.002916303807e-04       8.693933916584e-02       2.049584988346e-03      -2.047450570678e-03       7.275247146257e-04       2.058589215253e-02      -6.092882645073e-06      -2.418117554066e-05       1.008086547657e-02      -4.383723177376e-09       5.687481124719e-03       4.606144590468e-08       4.252384769008e-08       2.182511940847e-08       1.421934477966e-08       1.005523189418e-08 
  163       6.291969549035e-10       1.326362856761e-13      -5.843783649768e-12       1.289355086738e-15       2.818241641258e-12       5.270899918639e-13      -3.169157416905e-15       1.447288932891e-01       6.989358852943e-06       4.100622622089e-04       2.767298355173e-04       9.909339538202e-05       8.741117564723e-02       2.076190647277e-03      -2.134623103319e-03       7.004327318229e-04       2.070367927030e-02      -9.760142174299e-06      -3.865003155234e-05       1.017930110657e-02      -6.378580060698e-09       5.744405148417e-03       4.581041482356e-08       4.224932545427e-08       2.173429202115e-08       1.413590541069e-08       1.000131622571e-08 
  164       6.330460527247e-10       1.313834915787e-13      -5.803537684797e-12       1.306789213292e-15       2.768553150172e-12       5.195957477843e-13      -3.102943687632e-15       1.456816088509e-01       8.466500142916e-06       4.109460005290e-04       2.769710440783e-04       9.984278152939e-05       8.783006301708e-02       2.103273305715e-03      -2.196093227204e-03       6.590499435599e-04       2.081699915642e-02      -1.367311804314e-05      -5.408481767664e-05       1.027803660171e-02      -8.445895957467e-09       5.801480337651e-03       4.555491027795e-08       4.195411291040e-08       2.164756046350e-08       1.405323098310e-08       9.947627799114e-09 
  165       6.368528422852e-10       1.300991933584e-13      -5.759728460642e-12       1.324367822345e-15       2.719952380118e-12       5.122224684433e-13      -3.037040176115e-15       1.466160258465e-01       9.552375654926e-06       4.106327354692e-04       2.732810832942e-04       1.023731017659e-04       8.820078766707e-02       2.130322402912e-03      -2.233241998598e-03       6.045802843405e-04       2.092844549319e-02      -1.770525494187e-05      -6.998663547242e-05       1.037706325065e-02      -1.054170673232e-08       5.858706556596e-03       4.529490998594e-08       4.164014690118e-08       2.156391719395e-08       1.397135089515e-08       9.894189667450e-09 
  166       6.406162499459e-10       1.287859009954e-13      -5.712339355501e-12       1.342090895684e-15       2.672434262133e-12       5.049712771829e-13      -2.971480785253e-15       1.475306828821e-01       1.027047598387e-05       4.091467378544e-04       2.659066313140e-04       1.065069532453e-04       8.852843416759e-02       2.156802223937e-03      -2.247553181416e-03       5.383043615758e-04       2.104074276672e-02      -2.172361344453e-05      -8.583142328369e-05       1.047637197022e-02      -1.261986293921e-08       5.916083745525e-03       4.503038333755e-08       4.130947258639e-08       2.148229472929e-08       1.389029074877e-08       9.841022837052e-09 
  167       6.443351850749e-10       1.274462383279e-13      -5.661355812016e-12       1.359958385597e-15       2.625990529518e-12       4.978429459430e-13      -2.906298709596e-15       1.484240688272e-01       1.064596848429e-05       4.065149731482e-04       2.551113811169e-04       1.120560425940e-04       8.881839005746e-02       2.182151518908e-03      -2.240614976858e-03       4.615807001950e-04       2.115674825484e-02      -2.558877281338e-05      -1.010695731592e-04       1.057595329864e-02      -1.463199674652e-08       5.973611921652e-03       4.476129118810e-08       4.096424510289e-08       2.140156466661e-08       1.381007225207e-08       9.788146211094e-09 
  168       6.480085397594e-10       1.260829445678e-13      -5.606765376512e-12       1.377970214374e-15       2.580609650735e-12       4.908378872330e-13      -2.841526407455e-15       1.492946221291e-01       1.070572516367e-05       4.027671491802e-04       2.411763206401e-04       1.188210111725e-04       8.907635063353e-02       2.205783122231e-03      -2.214121753046e-03       3.758469872563e-04       2.127945401489e-02      -2.915473380328e-05      -1.151255477716e-04       1.067579738879e-02      -1.652748886206e-08       6.031291179962e-03       4.448758565165e-08       4.060673122449e-08       2.132053670518e-08       1.373071312175e-08       9.735576533153e-09 
  169       6.516351885190e-10       1.246988758158e-13      -5.548557738226e-12       1.396126273809e-15       2.536276762304e-12       4.839561461029e-13      -2.777195572999e-15       1.501407301281e-01       1.047835057590e-05       3.979357638730e-04       2.244000129061e-04       1.265912603368e-04       8.930832374039e-02       2.227083571834e-03      -2.169875774663e-03       2.826213165576e-04       2.141198887155e-02      -3.226882146614e-05      -1.273974973376e-04       1.077589400138e-02      -1.825343545816e-08       6.089121694047e-03       4.420920989439e-08       4.023931102193e-08       2.123795766833e-08       1.365222698559e-08       9.683328330771e-09 
  170       6.552139880177e-10       1.232970065772e-13      -5.486724768547e-12       1.414426424703e-15       2.492973601705e-12       4.771973921148e-13      -2.713337108366e-15       1.509607283717e-01       9.994209714516e-06       3.920561529698e-04       2.050988761495e-04       1.351447767008e-04       8.952063456002e-02       2.245412728406e-03      -2.109788932593e-03       1.835034332476e-04       2.155762040472e-02      -3.477158795535e-05      -1.372568765368e-04       1.087623249825e-02      -1.975461509672e-08       6.147103716944e-03       4.392609792807e-08       3.986447952279e-08       2.115251052541e-08       1.357462328492e-08       9.631413859021e-09 
  171       6.587437767769e-10       1.218804312772e-13      -5.421260560248e-12       1.432870496362e-15       2.450678440273e-12       4.705609113143e-13      -2.649981095760e-15       1.517528999299e-01       9.285455906173e-06       3.851665377617e-04       1.836074639448e-04       1.442479573973e-04       8.971993040148e-02       2.260103394630e-03      -2.035884473552e-03       8.017597843630e-05       2.171975693731e-02      -3.649671533013e-05      -1.440480614313e-04       1.097680183555e-02      -2.097345565429e-08       6.205237581965e-03       4.363817440340e-08       3.948484837148e-08       2.106281341367e-08       1.349790717708e-08       9.579843044064e-09 
  172       6.622233748876e-10       1.204523657761e-13      -5.352161466717e-12       1.451458286103e-15       2.409366016101e-12       4.640455982019e-13      -2.587156769562e-15       1.525154747100e-01       8.386058703930e-06       3.773080728150e-04       1.602787453335e-04       1.536554353400e-04       8.991318549053e-02       2.270460934425e-03      -1.950298729735e-03      -2.559426619392e-05       2.190194952312e-02      -3.727091836003e-05      -1.470879663857e-04       1.107759055699e-02      -2.185000124708e-08       6.263523703535e-03       4.334535440348e-08       3.910314748913e-08       2.096741866013e-08       1.342207943789e-08       9.528623426718e-09 
  173       6.656515837235e-10       1.190161488852e-13      -5.279426141198e-12       1.470189558751e-15       2.369007466934e-12       4.576499477043e-13      -2.524892488429e-15       1.532466287711e-01       7.331831780647e-06       3.685248936984e-04       1.354843849515e-04       1.631099044852e-04       9.010770575935e-02       2.275762892176e-03      -1.855282848447e-03      -1.319551337776e-04       2.210789393463e-02      -3.691384732932e-05      -1.456656609860e-04       1.117858678709e-02      -2.232187915608e-08       6.321962578030e-03       4.304754323718e-08       3.872222673357e-08       2.086481180355e-08       1.334713636409e-08       9.477760106016e-09 
  174       6.690271856530e-10       1.175752438817e-13      -5.203055576021e-12       1.489064046145e-15       2.329570263071e-12       4.513720471458e-13      -2.463215707401e-15       1.539444836388e-01       6.160460822335e-06       3.588641647104e-04       1.096150231565e-04       1.723419450932e-04       9.031113363618e-02       2.275258611974e-03      -1.753204521742e-03      -2.369678276553e-04       2.234143265090e-02      -3.523799084137e-05      -1.390419869594e-04       1.127977822440e-02      -2.232426675206e-08       6.380554784604e-03       4.274463623259e-08       3.834505755926e-08       2.075341061627e-08       1.327306967584e-08       9.427255682771e-09 
  175       6.723489437524e-10       1.161332400246e-13      -5.123053141837e-12       1.508081446637e-15       2.291018140260e-12       4.452095682198e-13      -2.402152950004e-15       1.546071056208e-01       4.911531421520e-06       3.483761266067e-04       8.308055615483e-05       1.810698489902e-04       9.053145283499e-02       2.268168856850e-03      -1.646549716065e-03      -3.386056767629e-04       2.260655684534e-02      -3.204857862313e-05      -1.264491750936e-04       1.138115213470e-02      -2.178985842067e-08       6.439300986034e-03       4.243651853040e-08       3.797473467719e-08       2.063156412617e-08       1.319986641915e-08       9.377110203141e-09 
  176       6.756156015181e-10       1.146938540699e-13      -5.039424626854e-12       1.527241424595e-15       2.253311032599e-12       4.391597589601e-13      -2.341729780355e-15       1.552325051205e-01       3.626556970604e-06       3.371141443276e-04       5.631041612948e-05       1.889994448301e-04       9.077699314516e-02       2.253685428017e-03      -1.537924401883e-03      -4.347528910205e-04       2.290740837358e-02      -2.714348432952e-05      -1.070904621566e-04       1.148269534429e-02      -2.064883248749e-08       6.498201929546e-03       4.212306487732e-08       3.761447771489e-08       2.049755163852e-08       1.312750886837e-08       9.327321102186e-09 
  177       6.788258825790e-10       1.132609317859e-13      -4.952178276069e-12       1.546543609902e-15       2.216405005437e-12       4.332194357121e-13      -2.281970775266e-15       1.558186359530e-01       2.349006555227e-06       3.251347547247e-04       2.975385136684e-05       1.958239233559e-04       9.105643522113e-02       2.230970784097e-03      -1.430056283329e-03      -5.232033167220e-04       2.324828176133e-02      -2.031312834784e-05      -8.013970781594e-05       1.158439423319e-02      -1.882881814308e-08       6.557258447657e-03       4.180413941954e-08       3.726763287634e-08       2.034958175794e-08       1.305597442866e-08       9.277883147438e-09 
  178       6.819784904099e-10       1.118384494688e-13      -4.861324830506e-12       1.565987597462e-15       2.180252188265e-12       4.273849751044e-13      -2.222899496347e-15       1.563633946590e-01       1.124332847626e-06       3.124977142891e-04       3.880206384254e-06       2.012236626615e-04       9.137881537206e-02       2.199157660369e-03      -1.325796527838e-03      -6.016591919240e-04       2.363362619217e-02      -1.134038060221e-05      -4.474101155822e-05       1.168623472837e-02      -1.625486236804e-08       6.616471459005e-03       4.147959549604e-08       3.693767460189e-08       2.018579141025e-08       1.298523553842e-08       9.228788382458e-09 
  179       6.850721080431e-10       1.104305154583e-13      -4.766877566444e-12       1.585572946698e-15       2.144800707624e-12       4.216523060203e-13      -2.164538462110e-15       1.568646198200e-01       0.000000000000e+00       2.992660468782e-04      -2.082079794272e-05       2.048660534532e-04       9.175353035155e-02       2.157348687993e-03      -1.228121495782e-03      -6.677299018347e-04       2.406804749542e-02      -4.633579698374e-10      -8.329608730530e-09       1.178820229699e-02      -1.284939685807e-08       6.675841969189e-03       4.114927543212e-08       3.662820722823e-08       2.000424486443e-08       1.291525957179e-08       9.180026070401e-09 
  180       6.881054854947e-10       1.090412237331e-13      -4.668850966392e-12       1.605299141920e-15       2.110005091146e-12       4.160177776961e-13      -2.106904582914e-15       1.573207167691e-01      -9.838069681520e-07       2.855032112302e-04      -4.392973842698e-05       2.064789979544e-04       9.218786902003e-02       2.104874964246e-03      -1.139555728665e-03      -7.194542087961e-04       2.455583984689e-02       1.392863113419e-05       5.467791427498e-05       1.189028953812e-02      -8.568930240068e-09       6.735370815638e-03       4.081311451526e-08       3.634211829762e-08       1.980371562228e-08       1.284602087102e-08       9.131588483916e-09 
  181       6.910777104129e-10       1.076741985199e-13      -4.567256531885e-12       1.625165470949e-15       2.075858544677e-12       4.104808579523e-13      -2.049995118270e-15       1.577325886848e-01      -1.822938106373e-06       2.712642520346e-04      -6.537815677999e-05       2.060783048633e-04       9.267937791932e-02       2.042095542590e-03      -1.060386010739e-03      -7.569159625235e-04       2.509953509225e-02       3.063375866225e-05       1.187538308054e-04       1.199251964692e-02      -3.517455340534e-09       6.795057877810e-03       4.047146259693e-08       3.607895975681e-08       1.958610363205e-08       1.277753811697e-08       9.083488907392e-09 
  182       6.939879584412e-10       1.063330163118e-13      -4.462106712419e-12       1.645171135863e-15       2.042363117924e-12       4.050416345222e-13      -1.993800547139e-15       1.581018580379e-01      -2.522760112247e-06       2.566040354903e-04      -8.518971614236e-05       2.037580761418e-04       9.322289663612e-02       1.969660909404e-03      -9.903083372918e-04      -7.807547287376e-04       2.570124166083e-02       5.029661169798e-05       1.913167385661e-04       1.209492480693e-02       2.157986068704e-09       6.854902805674e-03       4.012478771717e-08       3.583736129728e-08       1.935420878390e-08       1.270983974873e-08       9.035744960631e-09 
  183       6.968354074736e-10       1.050213514993e-13      -4.353416277762e-12       1.665315290631e-15       2.009519435537e-12       3.996999534307e-13      -1.938308960493e-15       1.584302565961e-01      -3.089049616118e-06       2.415801031633e-04      -1.033913062423e-04       1.996187536167e-04       9.381297210684e-02       1.888260312789e-03      -9.289934997475e-04      -7.916545344084e-04       2.636310474407e-02       7.310406097679e-05       2.714149018976e-04       1.219753878025e-02       8.303117014197e-09       6.914905269920e-03       3.977357439514e-08       3.561585854522e-08       1.911096720036e-08       1.264295204819e-08       8.988372846449e-09 
  184       6.996192376908e-10       1.037429773405e-13      -4.241202352143e-12       1.685597040468e-15       1.977326668571e-12       3.944554141928e-13      -1.883506016713e-15       1.587196270427e-01      -3.527999610037e-06       2.262527091056e-04      -1.200130982743e-04       1.937672155992e-04       9.444385429816e-02       1.798622335581e-03      -8.760866836594e-04      -7.903445512282e-04       2.708730655123e-02       9.924821396465e-05       3.580468200774e-04       1.230039692878e-02       1.475632312770e-08       6.975064961855e-03       3.941832380632e-08       3.541289159673e-08       1.885945314177e-08       1.257689908714e-08       8.941387315775e-09 
  185       7.023386315954e-10       1.025017669318e-13      -4.125484448452e-12       1.706015441194e-15       1.945782505956e-12       3.893073650121e-13      -1.829374896977e-15       1.589719245946e-01      -3.846225876707e-06       2.106848569737e-04      -1.350885997784e-04       1.863168735045e-04       9.510949188753e-02       1.701515468366e-03      -8.312070667043e-04      -7.775997790837e-04       2.787606656501e-02       1.289264733250e-04       4.501605165009e-04       1.240353623540e-02       2.134855045302e-08       7.035381593289e-03       3.905955395961e-08       3.522680355317e-08       1.860288091163e-08       1.251170267447e-08       8.894801632746e-09 
  186       7.049927740478e-10       1.013016941783e-13      -4.006284502433e-12       1.726569498589e-15       1.914883125963e-12       3.842548979789e-13      -1.775896260655e-15       1.591892186206e-01      -4.050773418422e-06       1.949423371474e-04      -1.486547095185e-04       1.773877684709e-04       9.580352794375e-02       1.597748682499e-03      -7.939474166755e-04      -7.542417295282e-04       2.873164179723e-02       1.623415953857e-04       5.466528278614e-04       1.250699532524e-02       2.790320325284e-08       7.095854896435e-03       3.869779987448e-08       3.505583905634e-08       1.834460676200e-08       1.244738230325e-08       8.848627539803e-09 
  187       7.075808523021e-10       1.001468347649e-13      -3.883626906878e-12       1.747258167755e-15       1.884623167667e-12       3.792968442689e-13      -1.723048200700e-15       1.593736942598e-01      -4.149122886019e-06       1.790937638488e-04      -1.607517723617e-04       1.671066679796e-04       9.651929560752e-02       1.488172003115e-03      -7.638736894767e-04      -7.211391092547e-04       2.965632704448e-02       1.997017486056e-04       6.463686933309e-04       1.261081448687e-02       3.423604181553e-08       7.156484623796e-03       3.833361375811e-08       3.489814282378e-08       1.808813079893e-08       1.238395509791e-08       8.802875222789e-09 
  188       7.101020560409e-10       9.904136712647e-14      -3.757538545823e-12       1.768080352466e-15       1.854995702417e-12       3.744317693415e-13      -1.670806199044e-15       1.595276540398e-01      -4.149197007817e-06       1.632106122610e-04      -1.714236341569e-04       1.556071624741e-04       9.724981377195e-02       1.373677082147e-03      -7.405246271150e-04      -6.792085035674e-04       3.065245514376e-02       2.412205720419e-04       7.481004437402e-04       1.271503569352e-02       4.015508026203e-08       7.217270548058e-03       3.796756518254e-08       3.475175818403e-08       1.783709888783e-08       1.232143576137e-08       8.757553276041e-09 
  189       7.125555774121e-10       9.798957341857e-14      -3.628048828743e-12       1.789034904534e-15       1.825992205301e-12       3.696579681377e-13      -1.619143081987e-15       1.596535194949e-01      -4.059367018562e-06       1.473672556469e-04      -1.807176966135e-04       1.430297619795e-04       9.798778276312e-02       1.255197771341e-03      -7.234113556946e-04      -6.294150598545e-04       3.172239722816e-02       2.871172338168e-04       8.505870907593e-04       1.281970262429e-02       4.546048435265e-08       7.278212461985e-03       3.760024126180e-08       3.461462561190e-08       1.759530455883e-08       1.225983652218e-08       8.712668667493e-09 
  190       7.149406110637e-10       9.699584048815e-14      -3.495189724743e-12       1.810120623161e-15       1.797602526613e-12       3.649734602792e-13      -1.568028975591e-15       1.597538327846e-01      -3.888459088377e-06       1.316410024681e-04      -1.886849721808e-04       1.295219927223e-04       9.872558002064e-02       1.133710695271e-03      -7.120169834104e-04      -5.727731710608e-04       3.286856298252e-02       3.376164895843e-04       9.525136160780e-04       1.292486068541e-02       4.994446929392e-08       7.339310178309e-03       3.723224682908e-08       3.448458126368e-08       1.736669091228e-08       1.219916708167e-08       8.668226703766e-09 
  191       7.172563541799e-10       9.606466084405e-14      -3.358995796760e-12       1.831336254298e-15       1.769814863317e-12       3.603759852662e-13      -1.517431261075e-15       1.598312583117e-01      -3.645760751697e-06       1.161121335035e-04      -1.953801389263e-04       1.152384937496e-04       9.945525577815e-02       1.010235824354e-03      -7.057961985410e-04      -5.103471591597e-04       3.409340089904e-02       3.929487409973e-04       1.052510260587e-03       1.303055703141e-02       5.339119754541e-08       7.400563529621e-03       3.686420461383e-08       3.435935551246e-08       1.715535252401e-08       1.213943456110e-08       8.624230995268e-09 
  192       7.195020065164e-10       9.520063362767e-14      -3.219504235749e-12       1.852680490002e-15       1.742615730517e-12       3.558629976761e-13      -1.467314530204e-15       1.598885843406e-01      -3.341027336221e-06       1.008639389682e-04      -2.008615954147e-04       1.003411135487e-04       1.001685287439e-01       8.858370478651e-04      -7.041748674429e-04      -4.432519586257e-04       3.539939853301e-02       4.533500941742e-04       1.149151813555e-03       1.313684058637e-02       5.557667662658e-08       7.461972368268e-03       3.649675541893e-08       3.423657148337e-08       1.696553735085e-08       1.208064344877e-08       8.580683421289e-09 
  193       7.216767704366e-10       9.440846558354e-14      -3.076754894886e-12       1.874151967795e-15       1.715989932920e-12       3.514316623617e-13      -1.417640540682e-15       1.599287246157e-01      -2.984488391855e-06       8.598275563250e-05      -2.051915155871e-04       8.499900666649e-05       1.008567817813e-01       7.616227469545e-04      -7.065496325433e-04      -3.726537999069e-04       3.678908275840e-02       5.190624181661e-04       1.240956901816e-03       1.324376206512e-02       5.626865692359e-08       7.523536566241e-03       3.613055829781e-08       3.411374358883e-08       1.680164863592e-08       1.202279554720e-08       8.537584095098e-09 
  194       7.237798509466e-10       9.369297202997e-14      -2.930790323757e-12       1.895749270021e-15       1.689920536303e-12       3.470788496496e-13      -1.368368171550e-15       1.599547199796e-01      -2.586854119655e-06       7.155800394024e-05      -2.084359036394e-04       6.938873032905e-05       1.015110575895e-01       6.387463676614e-04      -7.122875103339e-04      -2.997708928973e-04       3.826502002355e-02       5.903334034236e-04       1.326387278941e-03       1.335137399450e-02       5.522652949616e-08       7.585256015068e-03       3.576629073162e-08       3.398827606383e-08       1.666824681413e-08       1.196588992024e-08       8.494931329039e-09 
  195       7.258104557314e-10       9.305907782959e-14      -2.781655802555e-12       1.917470923201e-15       1.664388838982e-12       3.428011305385e-13      -1.319453378572e-15       1.599697399915e-01      -2.159321800770e-06       5.768222512804e-05      -2.106646489013e-04       5.369434106105e-05       1.021220543837e-01       5.184069939297e-04      -7.207254893642e-04      -2.258741104091e-04       3.982981660681e-02       6.674166202635e-04       1.403847114426e-03       1.345973073453e-02       5.220122388441e-08       7.647130625708e-03       3.540464880637e-08       3.385746150117e-08       1.657005141747e-08       1.190992284024e-08       8.452721599626e-09 
  196       7.277677951904e-10       9.251181836004e-14      -2.629399376274e-12       1.939315397393e-15       1.639374343274e-12       3.385947718979e-13      -1.270849149630e-15       1.599770845451e-01      -1.713582225390e-06       4.445111834390e-05      -2.119515807153e-04       3.810749130521e-05       1.026801215760e-01       4.018499206236e-04      -7.311701282352e-04      -1.522876716454e-04       4.148611887223e-02       7.505715773361e-04       1.471682282867e-03       1.356888849963e-02       4.693510591565e-08       7.709160328443e-03       3.504634739003e-08       3.371847938673e-08       1.651194298047e-08       1.185488773517e-08       8.410949512643e-09 
  197       7.296510824728e-10       9.205634048449e-14      -2.474071888906e-12       1.961281105550e-15       1.614854726967e-12       3.344557316659e-13      -1.222505460119e-15       1.599801854874e-01      -1.261826121691e-06       3.196357776602e-05      -2.123745233155e-04       2.282752604182e-05       1.031752554560e-01       2.903672265426e-04      -7.428971535928e-04      -8.038982567203e-05       4.323661352517e-02       8.400637800916e-04       1.528179653145e-03       1.367890537989e-02       3.916187551127e-08       7.771345072768e-03       3.469212030972e-08       3.356839463474e-08       1.649896494560e-08       1.180077513578e-08       8.369607768235e-09 
